id,host_id,neighbourhood_group_cleansed,neighbourhood_cleansed,latitude,longitude,room_type,minimum_nights,number_of_reviews,availability_365,calculated_host_listings_count
1043748007895351234,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,51,14
1039876194157328406,47149443,Queens,Long Island City,40.7532938723524,-73.92468032932358,Private room,3.0,80,80,1
1039883001824482041,547551734,Brooklyn,Williamsburg,40.7155065,-73.9527242,Private room,1.0,0,75,6
1039883257529887819,547551734,Brooklyn,Williamsburg,40.7155065,-73.9527242,Private room,1.0,1,57,6
1039883330806875972,547551734,Brooklyn,Williamsburg,40.7155065,-73.9527242,Private room,1.0,31,99,6
1039883437066176014,547551734,Brooklyn,Williamsburg,40.7155065,-73.9527242,Private room,1.0,0,89,6
1039884405094161264,547551734,Brooklyn,Williamsburg,40.7155065,-73.9527242,Private room,1.0,0,94,6
1039924567224255419,45143217,Manhattan,Washington Heights,40.848239,-73.9358865,Entire home/apt,30.0,7,173,1
1039965089477166943,210266827,Queens,Forest Hills,40.7177063130176,-73.83584967117262,Private room,30.0,0,364,1
1039996973262353772,204276317,Bronx,Kingsbridge,40.88215,-73.91039,Private room,30.0,0,349,2
1044575475887434204,545427407,Manhattan,Harlem,40.810573,-73.941715,Private room,2.0,50,0,10
1044579220248046362,545427407,Manhattan,Harlem,40.8105766,-73.94178,Entire home/apt,30.0,5,0,10
1044596274887028908,546657469,Brooklyn,Williamsburg,40.721321,-73.9584975,Private room,1.0,92,90,2
1044596274975881034,546657469,Brooklyn,Williamsburg,40.721321,-73.9584975,Private room,1.0,92,65,2
1043748314335952064,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,68,14
1043748319187784965,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,1,61,14
1043748544487298189,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,78,14
1043748549960976228,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,94,14
1043748746630664860,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,56,14
1043748763612320534,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,91,14
1043748971089757702,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,54,14
1043748975652805432,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,1,67,14
1043749180047374433,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,39,14
1043749194049505333,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,48,14
1043749403725113229,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,87,14
1043749977199357931,547422647,Manhattan,Upper West Side,40.78188,-73.98188,Private room,1.0,0,85,14
1043990142732257518,107434423,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,30.0,0,365,1210
1043992168755579759,107434423,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,30.0,1,229,1210
1044697636830705546,472603377,Brooklyn,Fort Hamilton,40.6188448,-74.0323532,Entire home/apt,1.0,124,226,64
1044737059771710498,107434423,Manhattan,Financial District,40.7092191,-74.0137534,Entire home/apt,30.0,0,362,1210
1044827686686866736,137358866,Queens,Sunnyside,40.7454521,-73.9207904,Entire home/apt,30.0,1,40,143
1044920456567949813,268598785,Manhattan,Midtown,40.74487,-73.98416,Private room,1.0,88,234,10
1044995463995747787,23772724,Manhattan,Upper East Side,40.78219881464008,-73.94624000461576,Entire home/apt,30.0,6,230,76
1045020649198959247,468947930,Brooklyn,Bedford-Stuyvesant,40.67716567298554,-73.90943879750523,Private room,30.0,0,269,13
1045118609799024931,137358866,Manhattan,Harlem,40.8118557,-73.9431082,Private room,30.0,4,318,143
1045137924335303116,45362849,Manhattan,East Village,40.72608,-73.97523,Entire home/apt,30.0,0,0,1
1045147319385241993,550729614,Manhattan,Harlem,40.81809,-73.94404,Private room,30.0,0,269,2
1045194532442460803,538591650,Manhattan,Hell's Kitchen,40.76258,-74.00121,Entire home/apt,30.0,37,181,4
1043992593024677530,107434423,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,30.0,0,274,1210
1043992946677121772,107434423,Manhattan,Theater District,40.7607614,-73.98610550000001,Entire home/apt,30.0,0,264,1210
1044109392284240901,472603377,Brooklyn,Fort Hamilton,40.6188448,-74.0323532,Entire home/apt,1.0,67,53,64
1044130115392921730,35491667,Manhattan,Chelsea,40.73931,-74.00069,Entire home/apt,30.0,2,186,214
1044226337540626550,32145396,Manhattan,East Harlem,40.78905095022932,-73.94676166211185,Entire home/apt,31.0,5,365,10
1044443602707098676,12866178,Brooklyn,Bushwick,40.692858673325176,-73.9160019468426,Private room,30.0,8,0,6
1044485172677898752,46167132,Manhattan,Upper West Side,40.77108403609232,-73.9815279280264,Entire home/apt,2.0,49,87,4
1049318056495875404,502141479,Brooklyn,Bedford-Stuyvesant,40.68984,-73.92814,Private room,30.0,2,163,17
1049369302862416200,5199797,Brooklyn,Brooklyn Heights,40.69380919686973,-73.99964571199811,Entire home/apt,30.0,2,142,1
1045264052858146772,107412207,Brooklyn,East New York,40.66576139692363,-73.88014870220715,Entire home/apt,30.0,5,205,1
1045422595038640117,107434423,Manhattan,West Village,40.7356348,-74.0057401,Entire home/apt,30.0,0,365,1210
1045422932660605917,107434423,Manhattan,Theater District,40.760189,-73.984353,Entire home/apt,30.0,0,318,1210
1045423353253422323,107434423,Manhattan,Murray Hill,40.7483335,-73.98094040000001,Entire home/apt,30.0,0,315,1210
1045577206367237342,243288727,Manhattan,Midtown,40.75574628737361,-73.96514425086455,Entire home/apt,30.0,2,237,13
1045625585393356139,9383702,Manhattan,East Harlem,40.79972164058973,-73.93659751334448,Private room,30.0,0,365,1
1046002771757196737,539261524,Bronx,Mott Haven,40.81531,-73.91589,Private room,0.0,4,97,5
1046024946935843816,534747732,Manhattan,Hell's Kitchen,40.76473136425165,-73.99372218980803,Entire home/apt,30.0,0,0,2
1046238056539948194,177174475,Manhattan,Midtown,40.74746,-73.98883,Entire home/apt,1.0,35,196,2
1046268160055047946,107434423,Manhattan,West Village,40.7330743,-74.00561669999999,Entire home/apt,30.0,0,244,1210
1049484215033550460,423769430,Brooklyn,East New York,40.66058629004727,-73.8936622420112,Private room,30.0,0,365,3
1049486529058289967,545427407,Manhattan,Harlem,40.810573,-73.941715,Private room,30.0,6,0,10
1049583121964349719,18335748,Brooklyn,Bushwick,40.699888917215,-73.9268354629295,Private room,1.0,16,231,1
1049631890775955111,37005683,Manhattan,Midtown,40.74466,-73.98479,Entire home/apt,30.0,0,364,1
1049719900492224023,107434423,Manhattan,Financial District,40.7056,-74.00878,Entire home/apt,30.0,0,288,1210
1049940767703198807,1231314,Brooklyn,Greenpoint,40.7199325,-73.9547643,Entire home/apt,30.0,0,198,1
1049952793502900635,29278028,Manhattan,Upper East Side,40.7776886333887,-73.95590237071384,Private room,31.0,0,269,1
1046268520067514879,107434423,Manhattan,West Village,40.7330743,-74.00561669999999,Entire home/apt,30.0,0,295,1210
1046268856354547357,107434423,Manhattan,Financial District,40.7092191,-74.0137534,Entire home/apt,30.0,0,275,1210
1046269210177353125,107434423,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,30.0,0,14,1210
1046288984910404214,345231956,Manhattan,Midtown,40.74780363694204,-73.98691281920004,Entire home/apt,1.0,27,141,4
1046325012407828041,6105375,Brooklyn,Bedford-Stuyvesant,40.68147,-73.9131,Entire home/apt,2.0,57,229,3
1046330878473034298,6105375,Brooklyn,Bedford-Stuyvesant,40.68150550939677,-73.91464363504417,Entire home/apt,2.0,40,103,3
1046352281440824954,550860942,Queens,Elmhurst,40.74744334862962,-73.87159042163067,Entire home/apt,30.0,2,347,1
1046365844124834792,30283594,Bronx,Port Morris,40.809887,-73.93061,Entire home/apt,1.0,103,363,37
1046372475682855523,30283594,Bronx,Port Morris,40.809887,-73.93061,Entire home/apt,1.0,7,363,37
1046418840278601680,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,4,269,10
1046459231329684547,255221847,Staten Island,Westerleigh,40.61545022995936,-74.13492951075104,Private room,30.0,0,269,1
1050013204065045061,551702650,Queens,Jamaica,40.66969687326746,-73.76643815581878,Entire home/apt,31.0,9,135,1
1050040320734520881,61391963,Manhattan,Upper East Side,40.7699909398844,-73.95836654115682,Entire home/apt,30.0,0,131,143
1050067537509382432,61391963,Manhattan,Upper East Side,40.7708224,-73.9575626,Entire home/apt,30.0,7,233,143
1050103047625170204,550729614,Manhattan,Chelsea,40.74288630055696,-73.99749052201764,Private room,31.0,0,364,2
1050115578412522466,149431096,Queens,Jamaica,40.6772,-73.77942,Private room,30.0,4,341,4
1050120817675342661,31614357,Brooklyn,Crown Heights,40.67453729819339,-73.95594871224853,Entire home/apt,30.0,0,223,1
1050183104143925203,551745057,Brooklyn,Bedford-Stuyvesant,40.68758,-73.94048,Private room,30.0,0,0,1
1050266725683909640,262874199,Brooklyn,Sheepshead Bay,40.58471,-73.95259,Private room,5.0,2,249,1
1046471044418633207,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,0,269,10
1046486764198506126,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,0,269,10
1046503081311194501,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,0,269,10
1046506049396401899,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,1,269,10
1046506922921701131,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,0,269,10
1046508845139051872,545393224,Brooklyn,Kensington,40.63464,-73.9735,Private room,30.0,0,269,10
1046632736813066395,325958751,Manhattan,Chelsea,40.74855762976095,-73.99448744711037,Entire home/apt,30.0,0,136,1
1046641371328359777,3223938,Brooklyn,Prospect-Lefferts Gardens,40.65656,-73.94576,Private room,30.0,1,223,560
1046648578080339791,3223938,Brooklyn,Prospect-Lefferts Gardens,40.65876282050376,-73.94423270001876,Private room,30.0,0,269,560
1046656287282687252,551035838,Brooklyn,Crown Heights,40.6693291,-73.948676,Private room,30.0,0,268,1
1046659383191935172,3223938,Manhattan,Upper West Side,40.80233,-73.96612,Private room,30.0,2,269,560
1050438430162716074,2788934,Manhattan,Upper West Side,40.79997238393558,-73.96206383060398,Private room,30.0,0,270,4
1050469840170584622,107434423,Manhattan,Financial District,40.7092191,-74.0137534,Entire home/apt,30.0,0,266,1210
1050470245746400509,107434423,Manhattan,Upper East Side,40.7633888,-73.9596248,Entire home/apt,30.0,1,357,1210
1050667017393639309,401202937,Manhattan,Midtown,40.74636,-73.98817,Private room,1.0,33,199,71
1050770980329376346,162280872,Manhattan,Upper East Side,40.7708602,-73.9576469,Entire home/apt,30.0,2,350,246
1050771766607519903,551867842,Queens,St. Albans,40.69160310881809,-73.74766887632518,Entire home/apt,30.0,1,101,1
1050807955203588919,399865453,Manhattan,Upper East Side,40.76940415817712,-73.96889019986114,Entire home/apt,30.0,6,276,32
1050831980985744781,506805548,Manhattan,Midtown,40.74714796027058,-73.98938780728176,Entire home/apt,2.0,66,313,1
1046659384494450864,3223938,Brooklyn,Prospect-Lefferts Gardens,40.65754533386471,-73.94585952164775,Private room,30.0,0,269,560
1046702439713793999,3223938,Manhattan,Upper West Side,40.80088,-73.96602,Private room,30.0,0,269,560
1046714278182956682,3223938,Manhattan,Upper West Side,40.80108133425875,-73.9643272071809,Private room,30.0,0,269,560
1046718023215934055,3223938,Manhattan,Upper West Side,40.800699173846425,-73.96611574202595,Private room,30.0,0,269,560
1046765851091797326,153187965,Brooklyn,Cypress Hills,40.6812821337039,-73.89320133520137,Private room,4.0,39,159,1
1046881470236820933,4414927,Manhattan,Harlem,40.82206,-73.94516,Entire home/apt,30.0,0,179,1
1046903352627025663,107434423,Manhattan,Financial District,40.70922,-74.01375,Entire home/apt,30.0,0,229,1210
1047045004200840969,159247637,Brooklyn,South Slope,40.66366837318221,-73.97763916746061,Private room,30.0,11,1,2
1047110999128240121,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,1,269,10
1047116194395779115,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,1,269,10
1050859703674581568,61391963,Manhattan,Upper East Side,40.7708224,-73.9575626,Entire home/apt,30.0,5,292,143
1051303514337719594,415840703,Manhattan,Financial District,40.70548082831692,-74.00849116776612,Entire home/apt,30.0,2,364,29
1051404502211155820,490393628,Queens,Astoria,40.766,-73.92658,Private room,30.0,4,259,1
1051427357348578117,208667188,Manhattan,Midtown,40.74532,-73.98517,Entire home/apt,30.0,0,116,7
1051505442588448739,415840703,Manhattan,Chelsea,40.74306,-73.99398,Entire home/apt,30.0,2,362,29
1051693960593774847,840590,Manhattan,East Harlem,40.78719997372681,-73.95155187427265,Entire home/apt,30.0,1,268,1
1051729639412992248,399865453,Manhattan,Upper East Side,40.76886904862568,-73.9694448695053,Entire home/apt,30.0,3,228,32
1051730788488389156,3223938,Brooklyn,Bushwick,40.69803080155123,-73.91704337532292,Private room,30.0,0,269,560
1051954628020992595,107434423,Manhattan,Upper West Side,40.777553,-73.9834589,Entire home/apt,30.0,0,272,1210
1052183153542542593,146345538,Brooklyn,Bedford-Stuyvesant,40.68647,-73.94301,Entire home/apt,30.0,1,269,15
1052202585325643259,146345538,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Entire home/apt,30.0,0,269,15
1047124111969540022,545393224,Brooklyn,Kensington,40.6346434,-73.9734987,Private room,30.0,0,269,10
1047134824286187568,534375132,Queens,Arverne,40.59836,-73.80029,Entire home/apt,30.0,3,196,2
1047203057332679874,464578626,Bronx,Tremont,40.84303882590593,-73.88624133842605,Private room,30.0,0,269,1
1047222024885820367,739539,Brooklyn,Williamsburg,40.72191,-73.96059,Entire home/apt,30.0,1,255,2
1047245552706540706,739539,Brooklyn,Williamsburg,40.72089,-73.96099,Entire home/apt,30.0,9,333,2
1047281007754161901,56102179,Queens,Laurelton,40.6676,-73.7425,Private room,30.0,0,0,1
1047308210273620628,346356,Brooklyn,Fort Greene,40.6905,-73.97859,Entire home/apt,30.0,0,78,2
1048474395349114502,34205777,Brooklyn,Windsor Terrace,40.652671351033554,-73.97481481133013,Entire home/apt,30.0,5,182,1
1048531890309084613,22926868,Brooklyn,Sunset Park,40.64840576960192,-73.99887936842805,Private room,30.0,6,88,5
1048563563403000625,551387064,Queens,East Elmhurst,40.7626,-73.88224,Private room,1.0,83,197,2
1048595086959375823,551387064,Queens,East Elmhurst,40.76183,-73.88012,Private room,2.0,90,182,2
1052228327371048335,359026356,Queens,Ridgewood,40.70110359460294,-73.9041415708479,Private room,30.0,0,159,1
1052259410309987157,415840703,Manhattan,Chelsea,40.74140708847253,-73.994006959382,Entire home/apt,30.0,2,288,29
1052294182424144426,536699718,Manhattan,Midtown,40.76548821943205,-73.97777844980683,Entire home/apt,30.0,0,364,1
1052398712379279599,23909763,Manhattan,Harlem,40.81014,-73.95438,Private room,30.0,5,193,8
1052411543964095430,23909763,Manhattan,Harlem,40.80825,-73.95404,Private room,30.0,3,269,8
1052767826783426157,64417354,Brooklyn,Boerum Hill,40.68542434009227,-73.97926926955141,Entire home/apt,1.0,107,255,4
1052888640324549517,131222248,Queens,College Point,40.78337,-73.85403,Private room,30.0,3,257,3
1053110011763035222,1931388,Brooklyn,Bedford-Stuyvesant,40.67964055245351,-73.93683861941099,Entire home/apt,30.0,0,268,1
1053149499312087874,12866178,Brooklyn,Bushwick,40.69278,-73.91458,Private room,30.0,0,0,6
1053527589797192977,12908755,Brooklyn,East Flatbush,40.64109869588116,-73.9345644963669,Private room,7.0,14,253,1
1053591611410336431,552175185,Manhattan,Chelsea,40.74061,-73.99935,Entire home/apt,30.0,7,178,1
1048676268623841777,44341467,Manhattan,Little Italy,40.71898945124181,-73.99741496890783,Private room,30.0,0,269,1
1048749148249520661,785524,Bronx,Concourse,40.8203853,-73.9280162,Private room,1.0,152,99,3
1048922932805066353,545874131,Brooklyn,Sunset Park,40.6584759,-74.0005251,Private room,1.0,677,0,1
1048925498408318395,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,59,89,10
1048925777158101907,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,0,0,10
1048925866005753912,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,0,97,10
1048925934502620255,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,0,97,10
1048926020815951658,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,1,66,10
1048926083719475820,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,5,62,10
1048926180068919406,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,155,99,10
1048926235825676635,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,1,0,10
1048926333274693328,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,48,89,10
1048926569524406196,547413854,Manhattan,Midtown,40.7503612,-73.98549,Private room,1.0,24,98,10
1049173777970027790,134637606,Brooklyn,Williamsburg,40.7080777680645,-73.95265344697286,Private room,30.0,3,270,7
1049187653715329467,134637606,Brooklyn,Williamsburg,40.70586049388714,-73.95161927468943,Private room,30.0,5,270,7
1049222605474907072,61391963,Manhattan,Hell's Kitchen,40.7641769,-73.9889476,Entire home/apt,30.0,2,353,143
1053652465790968543,517531121,Manhattan,Midtown,40.76140295269874,-73.9722603724055,Entire home/apt,1.0,75,213,2
1053905812534942894,487042524,Brooklyn,Crown Heights,40.67035325002059,-73.94187781959772,Entire home/apt,1.0,93,48,5
1054367741027188589,488961149,Manhattan,Chelsea,40.74050251906317,-73.99969971475527,Entire home/apt,2.0,105,261,1
1054375518474819539,471177409,Manhattan,East Village,40.72304800058346,-73.98776715855512,Entire home/apt,3.0,79,169,1
1054463012526523296,541387885,Manhattan,East Village,40.72178121491473,-73.981071101494,Private room,3.0,59,262,1
1054528883890923211,141931484,Brooklyn,Canarsie,40.63293718947117,-73.89244018437849,Private room,30.0,1,90,5
1054766423954233739,478592369,Brooklyn,Flatlands,40.6292014,-73.92475329999999,Entire home/apt,30.0,2,44,2
1054922113127805726,552678604,Manhattan,Midtown,40.7568862668579,-73.97839074779843,Entire home/apt,30.0,7,218,1
1055008778043705675,401202937,Manhattan,Midtown,40.7471979,-73.9878199,Private room,1.0,57,198,71
1049282302817004028,438634584,Brooklyn,Crown Heights,40.67347768199911,-73.93096085976758,Entire home/apt,30.0,2,319,3
1049299400432085524,143930432,Brooklyn,East Flatbush,40.65324,-73.94415,Private room,30.0,0,164,5
1058708346603333856,3223938,Brooklyn,Bushwick,40.69783,-73.91903,Private room,30.0,0,269,560
1058752711303934611,35491667,Manhattan,Hell's Kitchen,40.7596877,-73.9909796,Entire home/apt,30.0,4,289,214
1058815379622089227,35491667,Manhattan,Hell's Kitchen,40.7596877,-73.9909796,Entire home/apt,30.0,7,188,214
1059399783161257709,11880968,Brooklyn,Bay Ridge,40.62764,-74.02332,Private room,1.0,91,187,1
1059574884105026770,553848376,Queens,St. Albans,40.6932,-73.74846,Private room,30.0,0,269,1
1059609886889535146,147675745,Manhattan,Upper East Side,40.76954566340135,-73.9520679165751,Entire home/apt,30.0,4,364,3
1059787657125734957,9736367,Brooklyn,Bedford-Stuyvesant,40.68605969078372,-73.94957937812983,Entire home/apt,30.0,5,218,1
1059832394169922022,185737809,Manhattan,East Harlem,40.78912642704745,-73.94112657536539,Private room,30.0,0,268,1
1060067517230203090,35491667,Manhattan,Hell's Kitchen,40.75885676172585,-73.99002345568697,Entire home/apt,30.0,6,190,214
1055010342351406141,3223938,Brooklyn,Bushwick,40.69629447675639,-73.91851049870299,Private room,30.0,0,269,560
1055030718576614568,401202937,Manhattan,Midtown,40.74778767859048,-73.98694743854772,Private room,1.0,42,216,71
1055037646560689002,401202937,Manhattan,Midtown,40.7471979,-73.9878199,Private room,1.0,36,215,71
1055145734011625285,396845074,Manhattan,SoHo,40.72661905533932,-74.00410850475593,Entire home/apt,4.0,19,175,8
1055200488171982996,61391963,Manhattan,Hell's Kitchen,40.7641769,-73.9889476,Entire home/apt,30.0,8,331,143
1055444597484933368,39350767,Queens,Long Island City,40.73770445854396,-73.93431996588785,Entire home/apt,1.0,102,192,1
1055653489529918135,107434423,Manhattan,Financial District,40.7092191,-74.0137534,Entire home/apt,30.0,0,221,1210
1055653820981064193,107434423,Manhattan,Upper East Side,40.7800854,-73.9474989,Entire home/apt,30.0,0,233,1210
1055804351964620545,421007927,Manhattan,East Harlem,40.79797,-73.93614,Entire home/apt,30.0,0,364,6
1060071256613121832,162280872,Manhattan,Hell's Kitchen,40.7658048,-73.9875795,Entire home/apt,30.0,0,365,246
1060072172151387632,162280872,Manhattan,Upper East Side,40.772404,-73.9544678,Entire home/apt,30.0,0,259,246
1060098314384850325,118676912,Brooklyn,Bushwick,40.6927566,-73.91267409999999,Private room,2.0,76,363,2
1060138677215669245,553991417,Bronx,Allerton,40.86534,-73.8597,Private room,30.0,0,89,3
1060192371328219223,35491667,Manhattan,Hell's Kitchen,40.75880811089438,-73.99197063117613,Entire home/apt,30.0,7,283,214
1060219201414893345,373192017,Manhattan,Midtown,40.755938167979465,-73.98158591796842,Private room,4.0,4,157,3
1060239147534903352,162280872,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,30.0,1,328,246
1060239215738679244,35491667,Manhattan,Upper West Side,40.7926,-73.97491,Entire home/apt,30.0,12,119,214
1060241871693461480,118676912,Brooklyn,Bushwick,40.6935,-73.91356,Private room,2.0,90,363,2
1060296342868207435,3223938,Brooklyn,Bushwick,40.69846,-73.91919,Private room,30.0,0,269,560
1055855035131489398,238688543,Brooklyn,Bushwick,40.69664,-73.93085,Shared room,30.0,47,51,4
1055914998447389060,88953880,Manhattan,Midtown,40.76427804557581,-73.98464170829932,Entire home/apt,31.0,0,365,2
1056252450167069770,107434423,Manhattan,Midtown,40.7563378,-73.98221699999999,Entire home/apt,30.0,0,350,1210
1056258930247775470,20748520,Brooklyn,Bedford-Stuyvesant,40.69254,-73.95852,Private room,30.0,2,14,6
1056500213720193229,3223938,Brooklyn,Bushwick,40.69638,-73.91928,Private room,30.0,0,269,560
1056509899939593559,199271548,Brooklyn,Canarsie,40.64677,-73.89516,Entire home/apt,30.0,0,365,1
1056557930024047301,551705333,Manhattan,Chelsea,40.7410168,-73.9965239,Entire home/apt,30.0,3,0,4
1056564961383687067,238688543,Brooklyn,Bushwick,40.69527,-73.93057,Private room,30.0,47,44,4
1056625840573715781,380013607,Manhattan,Harlem,40.80995769521154,-73.9401134084469,Entire home/apt,2.0,53,194,1
1060302258730794153,553991417,Bronx,Allerton,40.866577274272245,-73.85973970601373,Private room,30.0,0,89,3
1060352217117589168,553991417,Bronx,Allerton,40.86677712376242,-73.85800396544218,Private room,30.0,0,89,3
1060380321196854746,3223938,Brooklyn,Bedford-Stuyvesant,40.68654863494947,-73.95536556193733,Private room,30.0,0,269,560
1060400890327719821,554101406,Bronx,Kingsbridge,40.8843054,-73.8930554,Entire home/apt,30.0,0,0,1
1060477773287184489,17016712,Manhattan,Lower East Side,40.7149200729141,-73.98929157295011,Entire home/apt,30.0,0,269,1
1060638349590084347,317137098,Queens,St. Albans,40.69708,-73.78028,Entire home/apt,30.0,6,267,1
1060639599206159555,3223938,Brooklyn,Bushwick,40.69644422070552,-73.9172985891015,Private room,30.0,0,269,560
1060678687948076711,3223938,Brooklyn,Bushwick,40.68968,-73.91849,Private room,30.0,0,269,560
1060790025196109539,732535,Manhattan,Harlem,40.80531,-73.94791,Entire home/apt,2.0,71,294,2
1060848009618799743,543460585,Brooklyn,Williamsburg,40.7220977,-73.958082,Private room,1.0,15,106,2
1060887396442907526,436437067,Queens,Rosedale,40.65550105641979,-73.72878126080785,Entire home/apt,30.0,0,269,1
1056650231082472276,553005921,Manhattan,Upper West Side,40.80022,-73.96595,Entire home/apt,2.0,69,63,1
1056755774413954879,553206339,Queens,Long Island City,40.76329,-73.93088,Private room,2.0,139,173,1
1056766544774419122,317527913,Queens,Jamaica,40.70331171172119,-73.7823510915041,Private room,30.0,3,269,2
1057127398484370730,3223938,Manhattan,Upper West Side,40.80219088930059,-73.96644680683382,Private room,30.0,0,269,560
1057270663669889175,3223938,Brooklyn,Bushwick,40.698189408852606,-73.91909930148469,Private room,30.0,1,269,560
1057471243701482536,22350690,Manhattan,Lower East Side,40.72157111219958,-73.98703445441377,Entire home/apt,30.0,0,0,1
1057775995368202634,495011202,Bronx,Pelham Gardens,40.8665341,-73.8468915,Private room,30.0,0,365,1
1060893985249841233,113723310,Manhattan,Chelsea,40.74171344802058,-73.99843041702104,Entire home/apt,30.0,3,255,40
1060974724524304862,6902927,Queens,Maspeth,40.72535,-73.90415,Private room,30.0,5,218,4
1061001680165253060,17628084,Manhattan,Financial District,40.7090362,-74.0058263,Entire home/apt,30.0,0,269,1
1061049354700025622,487042524,Brooklyn,Crown Heights,40.6636776081603,-73.93091931939125,Entire home/apt,1.0,77,83,5
1061049485781408861,487042524,Brooklyn,Crown Heights,40.67064038403448,-73.94277702814024,Entire home/apt,1.0,43,60,5
1061055125835647211,487042524,Brooklyn,Crown Heights,40.67222595553789,-73.94779123913754,Entire home/apt,1.0,51,61,5
1061056176589586161,487042524,Brooklyn,Crown Heights,40.67429,-73.94784,Entire home/apt,2.0,54,77,5
1061113702595817537,554323045,Manhattan,Harlem,40.82821,-73.94724,Entire home/apt,2.0,31,251,1
1061168197769342394,6682652,Brooklyn,Crown Heights,40.665673234281286,-73.96036712105114,Entire home/apt,30.0,9,66,1
1061218733836374194,477199909,Brooklyn,Fort Hamilton,40.621059448551655,-74.03886773483457,Private room,30.0,0,89,1
1061243380459743528,396548417,Queens,Jamaica,40.66904432469008,-73.76950849761963,Entire home/apt,2.0,58,348,1
1057797641064287773,290574529,Brooklyn,Bedford-Stuyvesant,40.6835069,-73.91430079999999,Private room,30.0,0,0,1
1058006984071913718,3223938,Brooklyn,Prospect-Lefferts Gardens,40.6567560723626,-73.94461304598514,Private room,30.0,0,269,560
1058203066420327663,311142157,Manhattan,Harlem,40.8092504,-73.9533867,Private room,30.0,4,288,4
1058226731205197288,23909763,Manhattan,Harlem,40.80827,-73.95367,Entire home/apt,30.0,2,193,8
1064523931238623062,549437827,Manhattan,Midtown,40.755821,-73.971424,Private room,1.0,136,101,7
1064524081065259191,549437827,Manhattan,Midtown,40.755821,-73.971424,Private room,1.0,5,105,7
1064524111043166059,549437827,Manhattan,Midtown,40.755821,-73.971424,Private room,1.0,1,107,7
1064524315581918695,549437827,Manhattan,Midtown,40.755821,-73.971424,Private room,1.0,5,71,7
1064524524096641494,549437827,Manhattan,Midtown,40.755821,-73.971424,Private room,1.0,9,146,7
1064598849643586435,5610423,Manhattan,Hell's Kitchen,40.75914,-73.99328,Entire home/apt,30.0,0,89,1
1064635831979828858,198330663,Bronx,Highbridge,40.833776,-73.9301395,Entire home/apt,30.0,7,350,1
1061461150709867848,554404478,Staten Island,Castleton Corners,40.6127534,-74.1122276,Private room,30.0,0,0,1
1061470503176432568,343381111,Manhattan,Midtown,40.74600491979316,-73.98737831411378,Entire home/apt,1.0,14,163,3
1061481461460001697,343450886,Manhattan,Chelsea,40.748373899242615,-73.98881314878139,Entire home/apt,1.0,50,144,4
1061517681080659162,51589519,Manhattan,Chelsea,40.7426016,-73.997586,Entire home/apt,30.0,3,294,44
1061614635974174288,27181542,Manhattan,Hell's Kitchen,40.76458,-73.99437,Entire home/apt,30.0,2,332,91
1061616810265679219,547471971,Brooklyn,Crown Heights,40.6700874,-73.9419048,Entire home/apt,1.0,59,72,1
